text,themes
"Добрий день! Чи є тут такі, що навчаються на філолога з німецької мови?",['general']
"🖤❤️💛Безкоштовні ( за рахунок міста чи джобцентру) додаткові заняття з репетитором від школи репетиторів Simple Teacher для школярів або студентів училищ.

Школа репетиторів Simple Teacher пропонує уроки німецької, англійської мови та математики для школярів з репетитором.

Для отримувачів допомоги безкоштовні(за рахунок міста чи джобцентру) уроки онлайн або у вас вдома, для працюючих вигідні ціни.

Кому цікаво, звертайтесь
☎️ Telegram
       @simpleteacher05

☎️WhatsApp    
      +491636871028


#заняття","['housing', 'finances']"
"📣Добрый день!📣

Наша компания уже более 100 лет на рынке Германии и с гордостью предлагает вам лучшие услуги в страховой и в банковской сфере🥇

Наши услуги: 💬

✅ Все виды страхования: 
- 🦷 Стоматология  
- ⚖️ Юридическая страховка  
- 🚗 Ущерб третьим лицам  
- 🚘 Автомобиль  
- 🤕 Несчастный случай  
- 🧓 Пенсионное страхование  

✅ Страхование для предпринимателей 💼

✅ Бесплатный счёт и карта в Commerzbank без комиссии  🆓

✅ Потребительский кредит до 80.000💸

✅ Ипотечный кредит 🏠

✅ Инвестиции и вклады в ETF 
под +-15 🛍годовых 💸

✅ Накопления для ребёнка. Детское страхование 👶🎓  

✅ Электроэнергия/газ ⚡️🔥

Мы заботимся о вашем будущем и предлагаем только лучшие решения! 💯

✉️ Свяжитесь с нами сегодня, чтобы узнать больше!  Консультации абсолютно бесплатные🆓

Viele Grüße,
Ваш страховой агент,
@AlexeyNoor🙂",['finances']
"@designer_mol 
Насчет размещения рекламы пишите в лс",['general']
Поменьше сидите на сайте. Учите язык Подтвердите свой диплом и идите зарабатывайте себе на жизнь и будет вам счастье.,['adaptation']
"Мошенничество - это находиться в чужой стране и получать социальные пособия, не работать побираться устраивать демонстрации. Вот этой мошенничество. А это просто работа.",['work']
"Роман, Я так понимаю, что ты можешь только в Приват писать людей унижать, Но если ты такой смелый, Давай встретимся, ты мне всё это скажешь в глаза.",['general']
"Es ist nicht Ihre Aufgabe, mich, einen Menschen mit geringer Intelligenz, zu unterrichten.",['general']
"Нууу, ладно.
Тем не менее, даже при такой высокой стоимости услуг переводчика представьте, что он не работает за такую ставку по восемь часов в день. Что, если получается от силы пару часов в неделю поработать и тогда итоговый месячный доход, не такой уж и высокий выходит.
А причём здесь передовая? Мы в совершенно другой стране, где иной уровень жизни.",['work']
"Я не писала что мне нужен переводчик, и мне не надо🙏.
Просто получается переводчик-- курица несущая  золотые яйца... 🙉, а где ещё такое производство- завод  есть???
 Столько не получают даже на передовой..........
Выезжаете на своих......",['general']
"По ссылке, что я выше скинул, переводчик берёт от 70€/час в медучреждениях и это без НДС.
Вариант:""Отблагодарить по 10€/час"" - это странно, как минимум, ещё и для Мюнхена. Это же работа переводчиком, котрый должен знать определённую терминологию. Отблагодарить можно за совет.",['work']
"Так-то да. Если попросить перевести человека без образования, то час от 25€ Это в Брухзале и Карлсруэ.",['general']
"Загуглите:""Dolmetscher München""!
Я без проблем нашёл. Вот пример, почитайте сами на русском языке:
https://www.tolmachi.de/ru/ustnyj-perevodchik-mjunhen-ceny/",['adaptation']
Ето не услуги-- ето мошенничество...,['general']
"""Румунський захист"" - всё-таки.",['general']
Здравствуйте. Нужен переводчик в Мюнхене на 31.04 (понедельник)  время 14.10 на приём к хирургу. На 1-2 часа.,['general']
"Так, Вам же нужно для начала отказаться от защиты в Румынии, а потом уже, ехать сюда. Или тому человеку, о котором Вы интересуетесь. Я не думаю, что в Румынии очень сильно отличаются правила/законы от наших в том плане, что покидая страну насовсем, не нужно закрыть банковский счёт, снятся с регистрации, закрыть мед страховку, отказаться от временной защиты. Нельзя же, имея за собой определённые обязательства, просто по-тихому сбежать. Или я Вас неправильно понял.",['finances']
"Я из опыта написал. Моей жене отказали в финансировании в BAFöG, когда ей было 32 годика, мол старая уже и бесперспективно финансировать в таком зрелом возрасте. Это было в Котбусе.
Учится сейчас, восемь лет спустя. Dualstudium, поэтому получает как бы з/п.",['general']
"Доброго вечора , підскажіть , якщо їхати через лагерь з руминським захистом , параграф дадуть?",['general']
19,['general']
Я не разбираюсь в этой теме и тем более не знаю сколько человеку лет.,['general']
"Запомни одну вешь , хто хорошо зарабатывает в етой группе не сидят и не пишут обижаные коментари , неучь",['general']
"Конечно сколько лет , и сколько часов рабоатешь =)",['general']
Услуги переводчика  стоят 60 евро 1 час,['general']
Вы на кого учились и кем работаете?,['work']
Работать нужно,['work']
https://www.xn--bafg-7qa.de/bafoeg/de/home/home_node.html,['general']
BAFöG же только до 32х лет.,['general']
"Добрый вечер .Bafig по-моему можно взять на Ausbildung (Как стипендия)Потом когда выйдете на роботу ,то его надо будет вернуть .Там автоматически с зарплаты будет сниматься",['general']
"Вопрос , как найти спонсорство финансирования на Berufsfachschule ausbildung только bbs , какие нибудь фонды , спонсора варианты чтоб найти финансы на проживания в Германии.",['general']
Пробуй те искать работу и получить рабочую визу,['general']
Думаю на данный момент  заехать могут только те у кого виза уже стоит или есть внж,['documents']
"С Бердянска, мы уехали в Днепр",['general']
С какого  города  ? Почему  раньше не выехали ? И тд,['adaptation']
14 евро в год вы за кого нас держите простите,['general']
Спасибо,['general']
Виза точно нужна,['documents']
"Добрый вечер, группа! Подскажите пожалуйста,какие документы нужны для въезда в Германию из России, приглашение,виза?Спасибо.",['documents']
"ну если вы в лс не хотите обьяснять, то и рот свой не открывайте.
Что вы, что ваша подруга не аргументируете свои доводы. Людей оскорблять вас кто научил?",['general']
а ты еще что за чучело,['general']
"Яке воно кончене. То про вас. Вам людина на пальцях пояснила чому ваші докази не докази, а ви так нахабно поводитесь. То й добре, що вам не дають параграф. Такий собі тест на адекватність зробила міграційна служба",['general']
"Довго вагалися, чи варто йти до логопеда, але тепер розумію – дарма тягнули! Після занять дитина почала говорити набагато краще, і її нарешті всі розуміють. Якщо хтось у пошуках спеціаліста, можу підказати хорошого",['general']
"так это ты общаешься с нами, а не мы с тобой, мы обратились к людям которые могут помочь, например дать почту службы к которой мы можем обратиться, а ты начала сравнивать справку о родах с документом имеющим юридическую силу, а потом оправдывать это глупое высказывание каким то криминалом и обвинять нас в незаконном пересечении границ",['documents']
"Простите, но после ваших сообщений, я не хочу продолжать с вами общение. Делайте что хотите. Как я написала выше - все закономерно. Человек не умеет себя вести и получает определенные последствия, какой бы сферы жизни это не касалось",['general']
"мы обращались в громаду еще давно, нам сказали что такие документы уже давно не кому не делают",['documents']
"Эти люди называются свидетелями. И если взять, например, справку из ЖЭКа, что вы находились на день начала войны по определенному адресу, то к ней прикладывается опрос соседей. Такие документы люди действительно предоставляют в миграционку. Это не важнее, чем ДПСУ, это просто доказывает то, что нужно. В отличие от ДПСУ",['documents']
"Те, кто находился за межами Украины  до начала войны сейчас имеют право въезда в Германию и подать документы на защиту. До 4 декабря 2025 года можно. Новое положение",['documents']
"Они не имеют никакого отношения к моей семье. Всмысле слова каких-то соседей могут быть важными, чем ДПСУ?? Я так же могу их подговорить",['general']
"мы уже все написали, спасибо всем кто реально помог, а сейчас просто интересно пообщаться с этой женщиной",['general']
"Напишите на начальника миграционной службы письмо. Сейчас внесли изменения и защиту должны предоставлять тем людям, которые на момент войны не были в Украине, а временно отсутствовали.  Пишите. Все у вас получится",['general']
"У вас остались  друзья, знакомые, соседи там, где вы были в феврале 2022 года?",['general']
"на вы общаются из уважения, к вам увы его нет, вы пытаетесь оправдать свое глупое высказывание каким то криминалом уже",['general']
Вы так и не ответили на мой вопрос,['general']
Все закономерно))😜,['general']
"понял, гуляй",['general']
"Ответьте на мой вопрос. Что делать людям, которые не имеют документы за январь и февраль?",['documents']
Как только вы смените свой тон и будете общаться на вы,['general']
"Так, недавно же внесли изменения по поводу того, что если человек на момент начала войны находился временно не в Украине, то защита ему положена. Именно временно, а не постоянно. По моему изменения в ст.7, если не ошибаюсь. Тем более странно ведёт себя миграционка",['general']
"Этот документ читается через кьюаркод, легко и просто",['documents']
"Я как раз прекрасно понимаю, что говорю",['general']
"поясни почему тот документ не является доказательством без сравнения со справкой о родах, тогда советы давай",['documents']
"Вы не понимаете что вы говорите. Если по вашему мнение, документ от ДПСУ не является доказательством, тогда что делать людям, которые не имеют документов за январь и февраль 2022 года, то есть то что требуют? Что делать тогда в этом случае?",['documents']
"Ну и получите тогда свой законный дульдунг и не психуйте. Вам тоже самое скажет любой юрист, там вы тоже будете так нервничать?",['general']
"мы предоставляем документы которые имеем и которые можем запросить на данный момент, а то чего у нас нет, не появится",['documents']
Примите что-то успокоительное,['general']
"Окей, я посмотрю как ты будешь в оккупации ходить в школу и обращаться в больницы (для недогоняющих первые 3-4 месяца ничего не работало)",['work']
"Вас никто и не обвиняет. Вас просто просят предоставить определенные доказательства, а вы их не предоставляете. За что и получаете законный отказ",['general']
"так же у нас есть печати в загранниках о пересечении границ, так что не выдумывай",['general']
"Это вы думайте. И запомните, что определенные обстоятельства подтверждаются только конкретными доказательствами. Документ от ДПСУ не является тем доказательством, которое подтверждает, что человек был в Украине в феврале 2022 года",['documents']
"таким же образом можно сказать что мы подделали документы, для отказа должна быть причина, обвинить нас в незаконном пересечении границ  никто не в праве",['documents']
"Сейчас очень многие приезжают в Германию без официального пересечения границы Украины. Поэтому для миграционной службы отсутствие доказательства пересечения границы не является доказательством того, что человек находился в Украине на день начала войны. Очень многие получают отказ в параграфе именно по этой же причине.",['general']
Guten Abend🍻🍕,['general']
"документ от ДПСУ, думайте что говорите, сравнивать это со справкой, не целесообразно",['documents']
"в документе написано что в базе данных нет информации о пересечение границ гражданином, это значит что человек не пересекал границу Украины",['documents']
"Вы понимаете что за январь и февраль 2022 года не у всех есть какие-то документы от куда-то. Война началась, какие документы",['documents']
Я вам прислала документ!,['documents']
"В этом и состоит проблема. Вы не хотите понять, что от вас требуют. И не хотите понять, когда вам объясняют. Одним из самых первых условий получения параграфа является нахождение в Украине на день начала войны и за 3 месяца до ее начала. Но вы не предоставили эти доказательства. Это как у вас спрашивают, есть ли у вас дети. А вы вместо свидетельства о рождении ребенка приносите справку о том, что вы рожали. Понимаете?",['general']
"Ищем сотрудницу в команду автоподбора из Германии! 

Мы в поисках сотрудницы , котороя будет заниматься обработкой звонков, принимать заказы и общаться с клиентами. Знания в области работы с компьютером — обязательны, а если у вас есть опыт в таргетированной рекламе,социальных сетях это будет большим плюсом!

Ждем вас!",['general']
"Нет. Мы отправили документ что на начала войны, то есть с 21 года по 24 год мы не выезжали!",['documents']
"Да, серьезно. И отказ миграционной службы это подтверждает",['general']
"Внимание: вы отправили доказательства, что выехали из Украины в 2024 году. Но не подали доказательства, что находились в Украине на день начала войны. Как бы не бредово это звучало, но это разные доказательства",['general']
"Мы с оккупации, и должны доказывать что мы находились в Украине, серьезно?",['general']
"Я ж говорю, мы отправили документ с пограничной службы Украины где четко и ясно написано что мы не покидали Украину на момент войны. Как это может быть не доказательством? Каритас сказала что подходит, а сегодня сказала что этот документ всё равно не достаточно. Как так, если это на прямую говорит что мы находились в Украине",['documents']
"Это, конечно, недостаточная помощь и только продуктами. Вам нужно срочно разбираться в вашей запутанной ситуации. Вам могут помочь или русскоговорящие немцы, или работники Каритас и Диаконе. Похоже, что вам попался какой то работник миграционной, что он вас все время отфутболивает. Может вам написать на руководство (начальника) этой миграционки. Попросить разобраться, если вы уверены, что правда на вашей стороне.",['general']
"Дело не в количестве бумаг. Вы сами выше написали, что у вас нет документов за февраль 2022 года. Тоесть вы не предоставили доказательств пребывания в Украине на день начала войны",['documents']
"Нет. Разве что тафель, если это считается помощью",['general']
"Как может быть недостаточно, если во-первых около 50 бумаг было передано, во-вторых, пограничная служба Украины, которая на прямую говорит что мы не покидали Украину.


Нет. Мы жили в лагере, но нас переселили в квартиру с другими семьями",['general']
Непонятная история. А помощь вы какую то получаете? Вернее на учёте хотя бы в социаламте находитесь?,['general']
"Вот, получается вы не предоставили достаточно доказательств. Все правильно. Люди предоставляют не только документы от учреждений, а также например справки из ЖЭКа или осбб. Прикладывают показания соседей. А вы в лагере живёте?",['documents']
"Нет такого документа. По праву мы должны находиться тут 90 дней без параграфа, но мы уже 7 месяц здесь",['documents']
"Нет. Ничего не написали.
Каритас написала что нужно, со школ и трудовую книжку. Трудовой книжки нет, человек не работал, со школ давно присылали. Она сказала что еще нужны документы за январь и февраль 22 года. Но а где такое найти, когда началась война, все закрыто было. У нас нет такого","['work', 'documents']"
"Ясно. А в письме от миграционки написано какие именно документы им нужны? Часто они сами пишут, что им нужно",['documents']
"А что у вас тогда? Какой статус? И какой документ на руках, который вам даёт право до сих пор находиться в Германии?",['documents']
"Мы выехали в сентябре 2024 года, до этого были в оккупации, потом в Днепре",['general']
"Скинула вам в лс группу волонтёрскую, попробуйте там спросить.",['general']
"Каритас сама же сказала что подходит от пограничной службы, а сегодня сказала что она поговорила с ними, и все равно не достаточно. 
Я слышала что она много кому помогала, но нам уже 2 месяц мусолит и не выходит. 
А вот в Дьякони первый раз слышу",['general']
"На параграф не имеют права люди, которые выехали из Украины больше,чем за 3 месяца до начала войны. Имеют или имели защиты в других странах не ЕС (сейчас и после ЕС отказывают) или другие визы. Конечно тяжело судить что у вас за ситуация, не видя документы которые вы предоставили.","['adaptation', 'documents']"
"Смотрите, посольство только одно и оно в Берлине. В других городах Германии, в т.ч. и в Мюнхене это консульство",['adaptation']
"Каритас, Дьякони обращались?",['general']
"С больниц, со школ, с банка, последний каплей в надежде это была пограничная служба Украины. Там четко написано что с 21 года по 24 год мы не выезжали с Украины. 
Да, 2 письменных отказа, 2 по электронной почте от одного и того же человека. 
Социальная служба отправляла от нашего имени документы, но от нее вообще нет ответа","['documents', 'finances']"
Какие документы вы предоставили? Миграционная служба писала какие документы она хочет видеть?,['documents']
Мы вообще с оккупации,['general']
Добрый день. У вас есть письменный отказ? Какие документы вы предоставляли?,['documents']
Недостаточно доказательств что мы находились на территории Украины в момент войны. А как понять что мы не имеем права на параграф?,['general']
А отказ по какой причине? Может просто вы не имеете права на параграф?,['general']
"Подскажите, пожалуйста, мы уже 7 месяц получаем отказ в параграфе 24, хотя мы давали абсолютно все документы с 21 по 24 год. Давали документ с пограничной службы Украины, обращались в социальные службы! То отказ, то вообще молчат. Может, кто знает, куда можно обратиться еще за помощью?",['documents']
Вы предлагаете незаконно перевозить людей через границу,['general']
Мошенник,['general']
"Якщо чесно, я трохи не зрозумів ваше запитання. Мені ця тема дуже цікава для моєї групи, щоб я міг сам пояснити, що робити в таких випадках. Але, будь ласка, спробуйте конкретно описати суть питання: що саме сталося і чому вам взагалі надіслали таке повідомлення?",['housing']
"Может быть всё-таки Консульства?
Мюнхен: **gc_dem@mfa.gov.ua**
Берлин: **consul_de@mfa.gov.ua**",['general']
"Гуглу известно, спросите у него",['general']
"Здравствуйте. Если известно кому-то, подскажите, пожалуйста, электронный адрес посольства Украины в Мюнхене или в Берлине?",['general']
👍👍👍,['general']
"Тільки я от незнаю бо у мене нічого такого не було . Коли приїхала сюди все робила моя хресна і вона каже що нічого такого не памʼятає. А не хочу щоб вийшло обманом. , якщо напишу що ні. І от що робити???",['general']
"**Перевірка зобов'язання відповідно до § 68 AufenthaltsG
**
У рамках подання заяви на отримання дозволу на проживання може знадобитися так зване ""зобов'язання відповідно до § 68 AufenthaltsG"", якщо іноземець сам не в змозі забезпечити своє проживання, а це є обов'язковою умовою для надання дозволу. Перевірка враховує обставини окремого випадку, інакше це може призвести до відмови у дозволі на проживання. Зобов'язаний бере на себе витрати на проживання, включаючи витрати на житло, медичне та доглядове страхування.

-** Номер клієнта: ** 
-** Номер потреби: ** 
-** Ім'я та прізвище: ** 
-** Дата народження:

Чи було подано зобов'язання під час вашого в'їзду до Німеччини? ** 
☐ Так    ☐ Ні  
**
Дані про зобов'язання ** 
- Ім'я:__ _______________________ __ 
- Адреса:__ _______________________ __ 
- Орган, що видав зобов'язання:__ _______________________ __ 
- Дата подання зобов'язання:__ _______________________
__
Додайте копію зобов'язання, якщо є.

Я розумію, що Jobcenter Landkreis Calw повинен зв’язатися із зобов'язаним для виконання перевірки. Своїм підписом я надаю згоду на це.

Дата__ _______________________ __   Підпис__ _______________________
__
---","['housing', 'work', 'finances']"
"Доброго дня, може хтось знає що тут треба заповнювати і про що йде мова? Вперше стикаюсь і не в курсі. Буду вдячна за допомогу🙂",['adaptation']
"**☀️ Досвід встановлення сонячної електростанції на балконі: автономність та ефективність **⚡

У пошуках енергетичної незалежності я вирішив встановити **сонячну електростанцію** прямо на своєму балконі 🌞. Конфігурація системи вийшла досить вдалою:

🔹 **Чотири б/у сонячні панелі** по **330 Вт** (усього **30 євро за штуку**) 🛒
🔹 **Гібридний інвертор** на **4 кВт** за **215 євро** 🔌
🔹 **Два LiFePO4-акумулятори** (24 В / 100 А·год, загалом **5 кВт·год**) за **550 євро** 🔋

Система виробляє приблизно **5 кВт·год на день**, тоді як середнє споживання електроенергії в моєму домогосподарстві становить **10 кВт·год**. Економія на електриці відчутна 💰, але головна мета була не просто зменшити рахунки, а забезпечити **резервне джерело енергії** 🔄. Тепер, наприклад, я не думаю про те, скільки електроенергії споживає моя **посудомийна машина** 🍽️⚡, адже маю власний автономний запас.

**🔆 Майбутнє сонячної енергетики: від 100 Вт/м² до 1000 Вт/м²**

Прогрес у цій сфері справді вражає 🚀. Ще **20 років тому** сонячні панелі видавали всього **100–150 Вт/м²**, а сьогодні їхня ефективність досягла **300–350 Вт/м²**.

Перспективні технології, такі як **багатошарові сонячні елементи**, можуть у найближчі **5–10 років** підняти цей показник до **1000 Вт/м²**. Вже зараз доступні **панелі потужністю 700 Вт**, які здатні генерувати **до 10 кВт·год на день** 🔥. Це означає, що **з березня по жовтень можна повністю покривати потреби домогосподарства** 🏡🔋.

**💶 Економічна вигода та окупність**

Загальні вкладення в систему склали **близько 900 євро**. За **8 місяців** моя станція виробила **1200 кВт·год**, що при тарифі **0,35 €/кВт·год** у місті Гамм еквівалентно **420 євро** 💡. Таким чином, **через 2 роки** система **повністю окупиться**, а далі почне приносити **чисту економію** 💵.

Крім того, це забезпечує **енергетичну безпеку** на випадок збоїв у мережі ⚠️ (сподіваюся, що цього не станеться 🤞).

**🌍 Енергетична незалежність: наступний крок – водень**

Сонячна енергетика – це не лише **економія**, а й **автономність**. Щороку технології стають **доступнішими та ефективнішими**. Наступний логічний крок для мене – **встановлення водневого генератора та паливного елемента** 🔬⚡, а в перспективі – **водневий автомобіль** 🚗💨.

А поки що я їжджу на своєму **старому доброму дизелі 2004 року** – до електромобілів ставлюся скептично, хоча від **вживаної батареї Tesla на 100 кВт·год** я б точно не відмовився. 🙃

При вашій підтримці хочу втілити свій досвід у рамках проєкту **“Освіта замість зброї — майбутнє замість війни”**.
🔗[Сторінка проєкту](https://gofund.me/fc3ef152)

Vitaliy Berestyan",['housing']
Віддадуть безкоштовно диван,['general']
"Кому можно написать чтобы его исключили, очень негативный человек, уже какой раз вижу. 
Думаю у него может проблемы в жизни какие-то, из-за этого сюда заходит, негатив выплеснуть.",['general']
Добрый день. Есть ли кто занимается перевозками с Германии в Болгарию? Спасибо большое,['general']
"Здравствуйте, есть ли кто занимается перевозками с Германии в Австрию ?",['general']
"Вы 24/7 выливаете этот шлак в этой группе как я понимаю? Как ни зайду - всегда какое то негативное говно с целью унизить ваших «соотечественников» и надо же, всегда от вас",['general']
"🖤❤️💛Безкоштовні ( за рахунок міста чи джобцентру) додаткові заняття з репетитором від школи репетиторів Simple Teacher для школярів або студентів училищ.

Школа репетиторів Simple Teacher пропонує уроки німецької, англійської мови та математики для школярів з репетитором.

Для отримувачів допомоги безкоштовні(за рахунок міста чи джобцентру) уроки онлайн або у вас вдома, для працюючих вигідні ціни.

Кому цікаво, звертайтесь
☎️ Telegram
       @simpleteacher05

☎️WhatsApp    
      +491636871028


#заняття","['housing', 'finances']"
Любой,['general']
"Добрий день, Pay Pal є?",['general']
Нічого сиділи в компанії вона випила і почала кидатися як дика,['general']
"Идите в полицию. Но опять же, не известно, что вы натворили, что с вами так поступили",['general']
Кто?,['general']
Добрий день скажіть будь ласка що робити коли в мене забрали всі документи весь одяг інструмент вигнала з хати де я прописаний і заблокірувала як поступити в такій ситуацій банківську карточку забрала хто може допомогти позвонити в поліцію щоб забрати всі свої особисті речі документи одяг,"['documents', 'finances']"
"Да , лс",['general']
"Доброе утро,  пишите мне в лс",['general']
"Доброго ранку, яка земля? чи яке місто шукаєте?",['adaptation']
Напишите мне,['general']
Город,['adaptation']
"@annasschool Telegram
Займається саме підготовкою до Штудіон",['general']
Це взагалі українська група?))),['general']
"Добрий вечір!
Шукаю репетитора з математики чудовій старанній дівчині для підготовки до вступного іспиту в штудіен колег. На НЕ-технічну спеціальність. Може є в когось контакти викладачів? Підійде і онлайн, і офлайн в Ляйпцигу, і німецькомовні.  Головне знайти, бо виявилось не так то просто 😅
Буду дуже вдячна за можливі рекомендації!",['general']
"Все кто хочет тот работает, а кто не хочет сидит на выплатах",['work']
Ваши ощущения не кого не волнуют.Ощущает он.,['general']
"Когда мы приехали, украинцев считали самым трудолюбивым народом и предлагали работу, а сейчас диаметрально противоположное отношение из-за порой очень наглых персонажей.",['housing']
"Не спорю, могло прозвучать грубо. Был неправ.",['general']
"Hallo zusammen. Ich bin Grafikdesigner mit einiger Erfahrung. Ich suche Leute die Logos, Poster, Visitenkarten und andere Druckerzeugnisse benötigen.

Всем привет. Я графический дизайнер с некоторым опытом. Я ищу людей, которым нужны логотипы, плакаты, визитки и другая полиграфическая продукция.  

Portfolio: https://www.behance.net/0_lime

Fiverr: https://www.fiverr.com/s/6Y2GR4w",['general']
"Поищите квартиру ещё в местных бесплатных газетах. Мы так свою нашли. Нам подсказали, что пожилые немцы предпочитают размещать обьявления о сдаче жилья в газетах. Ещё поищите фирмы застройщиков и оставьте там свою заявку.",['general']
"Я не искал способа Вас обидеть или оскорбить. Абсолютно. Вырвалась такая фраза, смотря на тех, кто приехал после начала полномасштабного вторжения. Как будто совершенно другие украинцы. Мол, мне все должны. 
Мы, котрые  приехали в 2014-2016 - совершенно другие были. Нам ничего нельзя было. Работать, переезжать, покидать место жительства более, чем на десять дней, показать страну в принципе, пойти в школу немецкого, получить обратно загранпаспорт... А сейчас просто рай, я смотрю.
Если Вы оскорбились моей фразой, то я прощу прощения. 
В любом случае, я Вам скинул ссылки на сайты по поиску жилья. Если будут вопросы, то я с радостью Вам готов помочь.","['work', 'documents']"
"Так вы сами пишите в чат незнакомым людям
Или вы тут всех знаете?🤨",['general']
"Ну вы знаете,я не так воспитана,я бы такое никогда не написала незнакомым людям.",['general']
"Молодой человек. Я вас ,и вы меня, вообще не знаете!!! Незнакомым людям писать ,,шевелиться нужно,а не ждать,что вам квартира с неба упадёт,,это уже слишком!!!! Мы шевелимся,вы не переживайте!!!",['housing']
Ищу мастера маникюра💅 на субаренду . Дюссельдорф,['general']
"Такое ощущение порой, что мои соотечественники живут в сказке: квартиру кто-то предложит, денег дадут, работу без знания немецкого и наличия диплома дадут, да ещё и платить хорошо будут... Оставьте Украину в Украине! Здесь другая страна с другими правилами, здесь всё иначе и чтобы чего-то достичь, нужно непросто шевелиться, а жилы рвать, так как не только большое количество украинцев здесь понаехало, но и других иностранцев, котрые уже заняли рабочие места с минимальными требованиями, как фирма Deuer в Бретена. Те, кто собирается вернуться после окончания войны, могут просто плыть по течению.",['adaptation']
